problem_id,problem_title,information,problem_answer_num,problem_submit_num,problem_answer_rate
3429,방어선,다국어,84,504,29.893
3430,용이 산다,스페셜 저지다국어,185,1169,27.166
3431,Fields and Farmers,다국어,4,7,57.143
3432,Game,다국어,64,149,49.231
3433,Hanging Hats,다국어,9,71,19.149
3434,Insults,다국어,6,17,37.5
3435,Justice for All,스페셜 저지다국어,30,83,48.387
3436,Strange Billboard,다국어,6,9,85.714
3437,Phone Cell,다국어,8,31,36.364
3438,Hexagonal Parcels,다국어,0,0,0.0
3439,Key Task,다국어,15,55,34.884
3440,Gates of Logic,다국어,18,238,21.176
3441,Weird Numbers,다국어,5,15,33.333
3442,직각 다각형,다국어,19,91,37.255
3443,Reaux! Sham! Beaux!,다국어,21,48,52.5
3444,Robotic Sort,다국어,137,473,42.025
3445,Tough Water Level,다국어,0,0,0.0
3446,Ants,다국어,0,1,0.0
3447,버그왕,다국어,541,1734,41.235
3448,문자 인식,다국어,198,920,28.737
3449,해밍 거리,다국어,1827,2591,76.732
3450,Desperate Electrician,다국어,2,3,66.667
3451,Easy Task,다국어,15,16,93.75
3452,Bundling,다국어,0,0,0.0
3453,Shortcut,다국어,4,13,40.0
3454,Dice Contest,다국어,0,0,0.0
3455,November Rain,다국어,3,9,60.0
3456,축구공,다국어,6,9,85.714
3457,Which is Next,다국어,1,1,100.0
3458,Hang or not to hang,다국어,0,0,0.0
3459,Minimizing Maximizer,다국어,10,23,58.824
3460,이진수,다국어,7267,15653,54.573
3461,Alice and Bob,다국어,3,18,75.0
3462,이진 스털링 수,다국어,78,300,50.98
3463,Calendar of Maya,다국어,0,12,0.0
3464,Decoding Morse sequences,다국어,5,23,55.556
3466,Choir,다국어,1,1,100.0
3467,Gates,스페셜 저지다국어,2,2,100.0
3468,Horizontally Visible Segments,다국어,2,6,33.333
3469,Simple Arithmetics,다국어,8,55,23.529
3470,The Bulk,다국어,1,2,100.0
3471,Complete the sequence!,다국어,7,16,77.778
3472,Direct Visibility,다국어,0,0,0.0
3473,Complicated Expressions,다국어,16,59,30.769
3474,교수가 된 현우,다국어,1792,5641,40.811
3475,The Game of Master-Mind,다국어,0,0,0.0
3476,Hotline,다국어,15,104,18.293
3477,I-Keyboard,다국어,4,23,21.053
3478,Run Away,다국어,4,11,40.0
3479,Equipment Box,다국어,5,12,62.5
3480,Secret Code,다국어,0,0,0.0
3481,The Proper Key,다국어,0,0,0.0
3482,Labyrinth,다국어,201,930,28.963
3483,Piggy-Bank,다국어,39,97,50.649
3484,Lifting the Stone,다국어,5,15,55.556
3485,Play on Words,다국어,5,13,38.462
3486,Adding Reversed Numbers,다국어,629,1052,73.396
3487,Copying Books,다국어,60,318,27.149
3488,Substitution Cipher,다국어,0,2,0.0
3489,Commedia dell' arte,다국어,0,0,0.0
3490,Calculating Expressions on Turing Machine,다국어채점 준비 중,0,0,0.0
3491,Skyscraper Floors,다국어,2,8,25.0
3492,Glass Beads,다국어,22,46,70.968
3493,Hares and Foxes,다국어,0,0,0.0
3494,Invitation Cards,다국어,4,7,57.143
3495,아스키 도형,다국어,389,920,54.028
3496,Binary Encoding,다국어,13,18,81.25
3497,Caption,스페셜 저지다국어,4,8,50.0
3498,사전의 크기,다국어,17,100,22.667
3499,미토콘드리아 이브,다국어,24,89,29.268
3500,Flights,스페셜 저지다국어,1,6,33.333
3501,최대공약수 맞추기 게임,다국어,42,130,46.667
3502,Huzita Axiom 6,스페셜 저지다국어,0,1,0.0
3503,Interactive Permutation Guessing,다국어인터랙티브,6,11,66.667
3504,Journey,다국어,0,0,0.0
3505,Kingdom Roadmap,스페셜 저지다국어,17,80,43.59
3506,Lanes,다국어,1,39,3.704
3507,Automated Telephone Exchange,다국어,489,670,80.296
3508,Black Square,다국어,9,29,31.034
3509,Cube Coloring,스페셜 저지다국어,1,4,33.333
3510,Dice,스페셜 저지다국어,9,13,81.818
3511,Electrification,스페셜 저지다국어,0,0,0.0
3512,Flat,스페셜 저지다국어,234,428,63.243
3513,Galaxy Interconnection,스페셜 저지다국어,1,9,100.0
3514,High security,다국어,1,3,50.0
3515,Immediate Delivery,스페셜 저지다국어,6,17,35.294
3516,John’s Inversions,다국어,8,10,80.0
3517,Kids Like Cakes,스페셜 저지다국어,0,0,0.0
3518,공백왕 빈-칸,다국어,78,320,33.766
3519,계산왕 연산군,다국어,5,14,83.333
3520,Cactus Revolution,스페셜 저지다국어,6,20,46.154
3521,Dome of Circus,스페셜 저지다국어,9,15,75.0
3522,Evacuation Plan,스페셜 저지다국어,11,95,11.702
3523,Factorial Simplification,다국어,15,47,31.915
3525,Hands of Poker,다국어,11,30,39.286
3526,이상적인 경로,다국어,50,406,16.779
3527,Jungle Outpost,다국어,40,240,19.417
3528,K-Graph Oddity,스페셜 저지다국어,14,23,70.0
3529,Alien Communication Masterclass,스페셜 저지다국어,19,39,54.286
3530,Bug2,스페셜 저지다국어,0,0,0.0
3531,Commuting Functions,다국어,4,9,44.444
3532,Defense of a Kingdom,다국어,9,15,60.0
3533,Explicit Formula,다국어,215,466,59.392
3534,Frames,스페셜 저지다국어,3,9,37.5
3535,Gadgets Factory,스페셜 저지다국어,1,8,25.0
3536,Horrible Truth,스페셜 저지다국어,4,8,57.143
3537,Ideal Contest,스페셜 저지다국어,1,4,25.0
3538,Journey,다국어,3,12,60.0
3539,Kitchen Robot,스페셜 저지다국어,1,3,33.333
3540,Asteroids,스페셜 저지다국어,3,4,75.0
3541,상근타워,다국어,99,370,33.446
3542,Database,스페셜 저지다국어,12,22,85.714
3543,Exclusive Access 2,스페셜 저지다국어,6,7,85.714
3544,Funny Language,스페셜 저지다국어,10,10,100.0
3545,Garbling Game,다국어,4,7,100.0
3546,Headshot,다국어,50,101,54.945
3547,Inspection,스페셜 저지다국어,10,39,27.027
3548,Java Certification,스페셜 저지다국어,9,19,47.368
3549,K-equivalence,다국어,5,9,83.333
3550,Auxiliary Question of the Universe,스페셜 저지다국어,12,43,75.0
3551,Bureaucracy,다국어,18,54,43.902
3552,Circles on a Screen,다국어,5,13,62.5
3553,Dragon’s Question,스페셜 저지다국어,49,103,60.494
3554,Enigmatic Device,다국어,107,315,48.416
3555,Four Points,스페셜 저지다국어,2,15,13.333
3556,Grand Theft Auto Wheel,다국어,0,0,0.0
3557,Homo or Hetero?,다국어,13,45,54.167
3558,Image Recognition,스페셜 저지다국어,1,2,50.0
3559,Jealous Numbers,다국어,10,31,38.462
3560,Kripke Model,다국어,0,0,0.0
3561,Aerodynamics,스페셜 저지다국어,1,1,100.0
3562,Clock,스페셜 저지다국어,0,0,0.0
3563,Finding Liars,다국어,3,5,75.0
3564,Exclusive Access,다국어,0,0,0.0
3565,피보나치 진법,다국어,32,129,42.105
3566,대형 스크린,다국어,144,743,25.263
3567,Hell on the Markets,스페셜 저지다국어,3,3,100.0
3568,iSharp,다국어,1258,3656,41.989
3569,Javanese Cryptoanalysis,스페셜 저지다국어,1,1,100.0
3570,KINA Is Not Abbreviation,스페셜 저지다국어,1,3,50.0
3571,Access Control Lists,다국어,1,2,100.0
3572,Billboard,다국어,12,41,46.154
3573,Class,스페셜 저지다국어,5,8,71.429
3574,Deposits,다국어,1,1,100.0
3575,Enchanted Mirror,다국어,17,67,39.535
3576,Fenwick Tree,스페셜 저지다국어,15,50,50.0
3577,Ground Works,스페셜 저지다국어,2,18,33.333
3578,Holes,다국어,345,547,77.528
3579,Important Wires,스페셜 저지다국어,4,5,80.0
3580,Just Too Lucky,다국어,1,11,100.0
3581,Key to Success,스페셜 저지다국어,1,1,100.0
3582,Ants,스페셜 저지다국어,4,9,80.0
3583,Building for UN,스페셜 저지다국어,4,4,100.0
3584,가장 가까운 공통 조상,다국어,3402,8830,51.483
3585,Diver,스페셜 저지다국어,0,0,0.0
3586,방정식,다국어,24,229,13.636
3587,Fund Management,스페셜 저지다국어,2,3,100.0
3588,Water Main Break,다국어,30,43,78.947
3589,Christmas Gifts,다국어,6,24,46.154
3590,i18n,다국어,5,23,25.0
3591,Japanese Writing,다국어,1,1,100.0
3592,Kingdom Partitioning,스페셜 저지다국어,0,0,0.0
3593,DFA,다국어,6,20,40.0
3594,A+B,다국어,8,13,66.667
3595,맥주 냉장고,스페셜 저지다국어,338,996,43.057
3596,크로스와 크로스,다국어,144,557,34.123
3597,Domestic Networks,스페셜 저지다국어,0,0,0.0
3598,엘리베이터,다국어,10,88,40.0
3599,Formula,스페셜 저지다국어,0,0,0.0
3600,Given a string. . .,다국어,1,1,100.0
3601,History of Football,다국어,0,2,0.0
3602,iChess,다국어,202,565,42.437
3603,Journey with Pigs,다국어,4,7,57.143
3604,K’ak’-u-pakal and Mayan Script,다국어,0,0,0.0
3605,Billing Tables,다국어,2,2,100.0
3606,Cellular Automaton,다국어,32,105,39.506
3607,Driving Directions,스페셜 저지다국어,0,1,0.0
3608,Exchange,다국어,0,0,0.0
3609,Fool’s Game,다국어,0,0,0.0
3610,Graveyard,스페셜 저지다국어,14,41,66.667
3611,팀의 난이도,스페셜 저지다국어,58,310,28.571
3612,Interconnect,스페셜 저지다국어,3,3,100.0
3613,Java vs C++,다국어,1758,11127,20.135
3614,정사각형,다국어,48,152,55.814
3615,Alphabet,다국어,0,0,0.0
3616,Bridges,스페셜 저지다국어,5,19,26.316
3617,Confectionery,스페셜 저지다국어,0,0,0.0
3618,Deciphering,스페셜 저지다국어,0,0,0.0
3619,Equation,스페셜 저지다국어,0,0,0.0
3620,Feng Shui,스페셜 저지다국어,2,9,22.222
3621,족보,다국어,75,238,37.129
3622,어떤 호박의 할로윈 여행,다국어,171,499,38.952
3623,상범이의 액자,다국어,0,26,0.0
3624,Japanese Puzzle,스페셜 저지다국어,0,0,0.0
3625,Kennings,다국어,0,0,0.0
3626,Guards,스페셜 저지다국어,6,8,75.0
3627,Hardwood Cutting,다국어,1,2,50.0
3628,Knockdown,스페셜 저지다국어,0,0,0.0
3629,Astronomy,다국어,4,16,30.769
3630,Bee Garden,다국어,0,0,0.0
3631,Cutting a Block,스페셜 저지다국어,2,3,66.667
3632,Drying,다국어,13,46,30.233
3633,Expectation,스페셜 저지다국어,9,12,81.818
3634,Flip and Turn,다국어,5,16,31.25
3635,Godfather,다국어,13,35,37.143
3636,Horn Clauses,스페셜 저지다국어,1,8,100.0
3637,Inner Vertices,다국어,3,17,50.0
3638,Jenny's First Exams,다국어,0,0,0.0
3639,K Best,스페셜 저지다국어,9,31,36.0
3640,제독,다국어,578,2221,35.373
3641,호프집 선택,다국어,9,126,12.857
3642,자전거,다국어,1,9,33.333
3643,디지털 시계,다국어,14,78,23.729
3644,그래프 매칭,다국어,173,415,50.585
3645,토너먼트 조작,스페셜 저지다국어,27,125,65.854
3646,경비원,다국어,9,18,50.0
3647,흥미로운 집합,다국어,2,7,33.333
3648,아이돌,다국어,929,4152,27.014
3649,로봇 프로젝트,다국어,1729,13725,17.287
3650,암호 해독,다국어,26,166,36.111
3651,이항계수,다국어,90,978,17.241
3652,새트리,다국어,38,92,88.372
3653,영화 수집,다국어,2272,7554,44.946
3654,L퍼즐,다국어,152,864,24.516
3655,먼저 가세요,다국어,60,120,64.516
3656,수영장 만들기,다국어,39,131,41.489
3657,총격전,다국어,7,36,50.0
3658,Tichu,스페셜 저지다국어,4,4,100.0
3659,RFID 추적,다국어,7,36,22.581
3660,열차 지연,스페셜 저지다국어,5,21,38.462
3661,생일 선물,다국어,65,179,46.429
3662,보석 분배,다국어,20,55,51.282
3663,고득점,다국어,227,1276,29.29
3664,언덕,스페셜 저지다국어,9,56,18.0
3665,최종 순위,다국어,3044,11274,37.396
3666,리스크,다국어,115,394,36.164
3667,Selling Land,다국어,8,32,32.0
3668,Stock Prices,다국어,8,21,57.143
3669,Telephone Network,스페셜 저지다국어,3,8,100.0
3670,Wormly,다국어,4,21,23.529
3671,산업 스파이의 편지,다국어,562,1578,50.0
3672,Common Subexpression Elimination,다국어,2,10,50.0
3673,나눌 수 있는 부분 수열,다국어,354,1186,39.686
3674,Fractal,스페셜 저지다국어,4,11,40.0
3675,Mountain Road,다국어,11,57,23.404
3676,Moving to Nuremberg,다국어,18,42,43.902
3677,Room Assignments,다국어,9,27,33.333
3678,카탄의 개척자,다국어,245,905,38.281
3679,단순 다각형,스페셜 저지다국어,618,3077,24.72
3680,Wormholes,다국어,3,3,100.0
3681,모빌,다국어,29,108,31.522
3682,동치 증명,다국어,268,1403,25.475
3683,고양이와 개,다국어,318,1050,36.51
3684,어려운 문제,스페셜 저지다국어,98,284,48.276
3685,김강山,다국어,23,82,34.848
3686,Sculpture,다국어,4,4,100.0
3687,성냥개비,다국어,1309,5338,33.131
3688,래프팅 디자인,스페셜 저지다국어,9,30,37.5
3689,셔플,다국어,11,18,64.706
3690,Videopoker,스페셜 저지다국어,2,5,66.667
3691,컴퓨터 조립,다국어,82,330,30.37
3692,펭귄들의 행진,다국어,55,141,53.398
3693,컨테이너,다국어,24,156,20.339
3694,Youth Hostel Dorm,스페셜 저지다국어,1,4,25.0
3695,Escape from Enemy Territory,다국어,6,8,75.0
3696,Flight Safety,스페셜 저지다국어,2,13,16.667
3697,정상,다국어,77,434,27.698
3698,애매함,다국어,12,47,40.0
3699,주차 빌딩,다국어,86,156,67.188
3700,걷기,다국어,18,150,21.951
3701,스도쿠 변형,다국어,4,18,36.364
3702,The SetStack Computer,다국어,1,3,100.0
3703,Pie,스페셜 저지다국어,11,44,36.667
3704,Ticket to Ride,다국어,1,1,100.0
3705,Lineland’s Airport,스페셜 저지다국어,0,0,0.0
3706,Leonardo’s Notebook,다국어,7,12,77.778
3707,Unequalled Consumption,다국어,0,0,0.0
3708,Declaration of Content,다국어,0,0,0.0
3709,Laserbox,다국어,281,704,51.091
3710,Pesky Heroes,다국어,0,0,0.0
3711,학번,다국어,325,866,49.618
3712,Tantrix,다국어,0,0,0.0
3713,당일치기,다국어,13,70,50.0
3714,Up the Stairs,다국어,1,4,100.0
3715,Secret — MAX,다국어,0,4,0.0
3716,Safety Grade,다국어,4,33,13.793
3717,Search by template,다국어,1,16,100.0
3718,Roots Intervals,다국어,2,2,100.0
3719,팰린드롬 날짜,다국어,7,193,6.25
3720,Choosing a camera,다국어,0,5,0.0
3721,Road Planner,다국어,0,1,0.0
3722,Term Generator,다국어,0,0,0.0
3723,Painting,다국어,0,0,0.0
3724,표,다국어,88,425,36.975
3725,Calculator,다국어,1,8,12.5
3726,가장 큰 원,다국어,2,7,28.571
3727,프로그래밍 대회,다국어,2,6,66.667
3728,Control Points,다국어,2,11,40.0
3729,Gamers,다국어,0,0,0.0
3730,Cosmic Station,다국어,0,0,0.0
3731,Game,다국어,2,7,100.0
3732,Proof Generator,다국어,0,0,0.0
3733,Shares,다국어,2279,4811,53.012
3734,RSA 인수 분해,다국어,24,382,14.118
3735,Hard-working Student,다국어,0,0,0.0
3736,System Engineer,다국어,151,629,36.65
3737,Cycles of Lanes,다국어,24,55,50.0
3738,Multiprocessor Scheduling,다국어,0,0,0.0
3739,Maze Stretching,다국어,1,1,100.0
3740,Software Industry Revolution,다국어,0,0,0.0
3741,The Lucky Numbers,다국어,0,0,0.0
3742,The Robbery,다국어,0,2,0.0
3743,The Computer Game,다국어,0,0,0.0
3744,The Bad Number,다국어,0,0,0.0
3745,오름세,다국어,1660,5979,38.205
3746,Sky Code,다국어,15,41,36.585
3747,완벽한 선거!,다국어,371,1057,46.962
3748,Lucky cities,다국어,61,388,18.155
3749,Build Your Home,다국어,13,65,61.905
3750,Quick answer,다국어,6,48,30.0
3751,행운의 수,다국어,6,21,30.0
3752,최대공약수 행렬식,다국어,116,291,51.556
3753,Internet Service Providers,다국어,7,12,58.333
3754,John,다국어,16,34,55.172
3755,Double Queue,다국어,46,181,47.917
3756,‘JBC’,다국어,2,14,14.286
3757,Loan Scheduling,다국어,2,3,66.667
3758,KCPC,다국어,982,2668,47.463
3759,Highway,다국어,4,6,80.0
3760,Computers,다국어,12,78,17.143
3761,The Stable Marriage Problem,다국어,60,254,36.364
3762,Arne Saknussemm,다국어,4,6,66.667
3763,스도쿠,다국어,40,147,48.78
3764,Products,다국어,27,282,17.881
3765,Celebrity jeopardy,다국어,671,1324,62.652
3766,Sherlock Holmes,다국어,0,0,0.0
3767,Payment System,다국어,0,0,0.0
3768,Stargates,다국어,0,0,0.0
3769,최댓값,다국어,20,92,43.478
3770,대한민국,다국어,171,548,38.0
3771,“Shortest” pair of paths,다국어,0,0,0.0
3772,Linear world,다국어,0,0,0.0
3773,Songs,다국어,0,0,0.0
3774,Tour,다국어,2,2,100.0
3777,Computer Transformation,다국어,131,2645,9.258
3778,애너그램 거리,다국어,329,943,49.548
3779,주기,다국어,141,293,57.085
3780,네트워크 연결,다국어,767,4380,24.135
3781,Cave Exploration,다국어,0,0,0.0
3782,City Game,다국어,3,32,16.667
3783,세제곱근,다국어,283,2584,16.835
3784,Cable TV Network,다국어,0,0,0.0
3785,Alibaba,다국어,0,0,0.0
3786,Booklets,다국어,3,4,75.0
3787,Count on Canton,다국어,52,143,57.143
3788,Delta Encoding and Decoding,다국어,2,5,40.0
3789,Hidden Password,다국어,119,351,52.889
3790,Crazy tea party,다국어,27,64,72.973
3792,Lord of the Ring,다국어,0,7,0.0
3793,Common Subsequence,다국어,172,660,46.113
3794,Power Network,다국어,5,34,29.412
3795,Firefighters,다국어,0,0,0.0
3796,Binary Polynomials,다국어,0,0,0.0
3797,Cash Machine,다국어,3,3,100.0
3798,Beer Land,다국어,4,10,40.0
3799,BOAT,다국어,1,5,50.0
3800,Art Gallery,다국어,1,5,25.0
3801,Game,다국어,0,0,0.0
3802,MANAGER,다국어,3,8,37.5
3803,Networking,다국어,53,81,73.611
3804,Sly Number,다국어,0,0,0.0
3805,벌집들,다국어,11,54,39.286
3806,S를 T로,다국어,115,499,34.743
3807,고창영 비밀번호의 비밀,다국어,47,265,38.843
3808,ACGU,다국어,2,38,5.263
3809,Old School Days,다국어,1,3,100.0
3810,Sentry Robots,다국어,9,16,60.0
3811,How do spiders walk on water?,다국어,4,21,19.048
3812,되팔렘,다국어,3,21,17.647
3813,The Moon of Valencia,스페셜 저지다국어채점 준비 중,0,0,0.0
3814,Countdown,스페셜 저지다국어채점 준비 중,0,0,0.0
3825,은행수,다국어,66,131,65.347
3826,스타일리시,다국어,48,125,59.259
3827,일차원 세포 자동자,다국어,75,298,43.86
3828,잘못된 계산,다국어,35,92,44.304
3829,Sliding Block Puzzle,다국어,13,29,68.421
3830,교수님은 기다리지 않는다,다국어,1501,8440,26.123
3831,Let There Be Light,스페셜 저지다국어,14,67,51.852
3832,Company Organization,다국어,4,21,33.333
3833,아름다운 레이아웃,다국어,18,96,31.579
3834,Cubic Colonies,스페셜 저지다국어,2,21,16.667
3835,Alphabet Soup,다국어,36,150,30.508
3836,Coin Collecting,다국어,22,164,27.5
3837,사이버 도넛 범죄 수사,다국어,3,40,15.0
3838,Distributing Ballot Boxes,다국어,16,33,66.667
3839,"Game, Set and Match",스페셜 저지다국어,2,2,100.0
3840,Guess the Numbers,다국어,5,8,62.5
3841,Non-negative Partial Sums,다국어,32,139,33.684
3842,Peer Review,다국어,4,7,57.143
3843,볼록 정다각형,다국어,18,174,16.216
3844,백준 공화국,다국어,81,354,34.177
3845,잔디깎기,다국어,134,322,56.78
3846,Periodic points,다국어,6,20,50.0
3847,Comparing answers,다국어,39,189,52.0
3848,Fake scoreboard,다국어,10,44,40.0
3849,Palindromic DNA,다국어,15,51,38.462
3850,Jumping monkey,다국어,74,334,42.286
3851,Sensor network,다국어,2,8,28.571
3852,생산 공정,다국어,8,50,36.364
3853,자물쇠와 열쇠,스페셜 저지다국어,2,45,16.667
3854,3-sided dice,다국어,12,82,18.462
3855,Trick or Treat,스페셜 저지다국어,25,61,44.643
3856,Working at the Restaurant,다국어,15,49,32.609
3857,전구 게임,다국어,3,3,100.0
3858,Darts,스페셜 저지다국어,14,25,77.778
3859,Genetics,다국어,2,2,100.0
3860,할로윈 묘지,다국어,660,6230,15.555
3861,Slalom,스페셜 저지다국어,6,18,66.667
3862,Routing,다국어,2,4,100.0
3863,행복한 전화 통화,다국어,126,283,53.39
3864,Stammering Aliens,다국어,41,227,21.244
3865,학회원,다국어,120,452,37.5
3866,풍선 수집,다국어,16,53,31.373
3867,고속도로 위의 마을,다국어,4,10,66.667
3868,Awkward Lights,다국어,3,3,100.0
3869,The Two Men of the Japanese Alps,스페셜 저지다국어,1,3,100.0
3870,Find the Multiples,다국어,10,31,37.037
3871,Test Case Tweaking,다국어,3,3,100.0
3872,Where’s Wally,다국어,2,2,100.0
3873,Intersection of Two Prisms,스페셜 저지다국어,20,53,48.78
3874,Matrix Calculator,다국어,8,20,50.0
3875,Cubist Artwork,다국어,24,27,100.0
3876,sed 이용,다국어,25,76,54.348
3877,Swimming Jam,다국어,2,2,100.0
3878,점 분리,다국어,520,2740,27.055
3879,Origami Through-Hole,다국어,1,12,100.0
3880,화학자의 수학,다국어,2,5,66.667
3881,말파티 원,스페셜 저지다국어,16,23,76.19
3882,스무고개,다국어,8,48,38.095
3883,Hobby on Rails,다국어,1,1,100.0
3884,Infected Land,다국어,0,1,0.0
3885,회색 영역,스페셜 저지다국어,53,74,73.611
3886,Expected Allowance,스페셜 저지다국어,9,13,75.0
3887,Stopped Watches,다국어,2,2,100.0
3888,Digits on the Floor,다국어,1,1,100.0
3889,구면 거울,스페셜 저지다국어,4,9,50.0
3890,Traveling Cube,다국어,2,2,100.0
3891,키워드 검색,다국어,3,16,100.0
3892,Top Spinning,스페셜 저지다국어,1,1,100.0
3893,공통 다항식,다국어,1,9,50.0
3894,지그재그,스페셜 저지다국어,0,2,0.0
3895,그리고 하나가 남았다,다국어,183,536,52.738
3896,소수 사이 수열,다국어,1115,2134,63.101
3897,Minimal Backgammon,스페셜 저지다국어,8,14,100.0
3898,Lowest Pyramid,스페셜 저지다국어,0,0,0.0
3899,도로 지도,다국어,2,3,66.667
3900,Slim Span,다국어,12,18,75.0
3901,The Morning after Halloween,다국어,6,29,40.0
3902,Bug Hunt,다국어,10,24,83.333
3903,제주도,스페셜 저지다국어,60,313,33.708
3904,The Teacher's Side of Math,다국어,16,49,41.026
3905,How I Wonder What You Are!,다국어,11,16,91.667
3906,How I Mathematician Wonder What You Are!,다국어,11,18,84.615
3907,정육면체 8퍼즐,다국어,11,141,12.644
3908,서로 다른 소수의 합,다국어,454,1109,61.104
3909,맨하탄 배선,다국어,0,1,0.0
3910,거듭제곱 계산,다국어,35,150,36.842
3911,Polygons on the Grid,다국어,0,0,0.0
3912,The Best Name for Your Baby,다국어,3,3,100.0
3913,Enjoyable Communication,다국어,0,0,0.0
3914,Maximum Sum,다국어,12,17,75.0
3915,Book Replacement,다국어,0,0,0.0
3916,Colored Cubes,다국어,1,1,100.0
3917,Organize Your Train,다국어,0,0,0.0
3918,Mobile Computing,스페셜 저지다국어,3,5,60.0
3919,Atomic Car Race,스페셜 저지다국어,6,13,100.0
3920,Network Mess,다국어,0,0,0.0
3921,Bingo,다국어,0,0,0.0
3922,Shy Polygon,스페셜 저지다국어,1,1,100.0
3923,저울,다국어,19,55,76.0
3924,Make a Sequence,다국어,4,4,100.0
3925,암호화의 취약점 찾기,다국어,24,35,88.889
3926,Pathological Paths,다국어,1,4,100.0
3927,Confusing Login Names,다국어,2,6,40.0
3928,Dice Puzzle,다국어,3,3,100.0
3929,Color the Map,다국어,2,3,66.667
3930,Inherit the Spheres,다국어,1,5,33.333
3931,Crossing Prisms,스페셜 저지다국어,0,0,0.0
3932,Unreliable Messengers,다국어,13,18,86.667
3933,라그랑주의 네 제곱수 정리,다국어,589,1770,55.357
3934,Area of Polygons,다국어,2,6,66.667
3935,바람의 신,다국어,3,30,100.0
3936,Molecular Formula,다국어,18,35,62.069
3937,Gap,다국어,0,2,0.0
3938,Concert Hall Scheduling,다국어,96,232,57.485
3939,Monster Trap,다국어,0,1,0.0
3943,헤일스톤 수열,다국어,1745,5187,42.665
3944,나머지 계산,다국어,370,1554,40.393
3945,Pen Counts,다국어,14,20,70.0
3946,랜덤 걷기,다국어,151,483,45.075
3947,폴하버의 삼각형,다국어,8,12,66.667
3948,홍준이의 친위대,다국어,288,530,66.821
3949,Mad Veterinarian,스페셜 저지다국어,0,0,0.0
3950,Windmill Animation,다국어,0,0,0.0
3951,Push-To Telescope,다국어,0,0,0.0
3952,Mystery,다국어,36,99,43.373
3953,Battleship,다국어,14,57,36.842
3954,Brainf**k 인터프리터,다국어,300,7111,11.398
3955,캔디 분배,스페셜 저지다국어,1418,9295,21.652
3956,Outsourcing,다국어,3,6,50.0
3957,Pizza Hawaii,다국어,10,12,83.333
3958,롤러코스터 타기,다국어,14,44,46.667
3959,스키 점프,스페셜 저지다국어,71,358,34.3
3960,Suffix Array Re-construction,다국어,10,30,38.462
3961,터치스크린 키보드,다국어,61,102,72.619
3962,Track Smoothing,스페셜 저지다국어,7,15,50.0
3963,Treasure Diving,다국어,6,26,40.0
3964,팩토리얼과 거듭제곱,다국어,132,1145,18.333
3965,Genetic Fraud,다국어,7,28,38.889
3966,Indiana Jones and the lost Soccer Cup,다국어,12,27,50.0
3967,매직 스타,다국어,777,2016,52.429
3968,Magical Crafting,다국어,2,2,100.0
3969,My brother’s diary,다국어,12,23,52.174
3970,안전 구역,스페셜 저지다국어,20,146,21.978
3971,Sightseeing,다국어,3,4,100.0
3972,Suiting Weavers,다국어,7,14,63.636
3973,Time To Live,다국어,57,266,32.203
3974,Absurd prices,다국어,2,15,18.182
3975,Cheating or Not,다국어,0,1,0.0
3976,역습,다국어,118,162,87.407
3977,축구 전술,다국어,1100,3964,34.077
3978,Hacking,스페셜 저지다국어,67,448,21.753
3979,Last Minute Constructions,다국어,0,0,0.0
3980,선발 명단,다국어,1669,4879,43.668
3981,큐브러버,다국어,132,380,41.25
3982,Soccer Bets,다국어,73,134,74.49
3983,The Two-ball Game,다국어,3,4,100.0
3984,To score or not to score,다국어,0,1,0.0
3985,롤 케이크,다국어,2672,5847,51.593
3986,좋은 단어,다국어,7535,17399,55.307
3987,보이저 1호,다국어,571,3943,20.733
3988,수 고르기,다국어,226,875,41.241
3989,유행성 독감,다국어,44,207,44.444
3990,화면 보호기,스페셜 저지다국어,49,302,28.994
3991,한번 쏘면 멈출 수 없어,스페셜 저지다국어,216,386,64.478
3992,Caravan Robbers,다국어,39,280,15.663
3993,Disjoint Regular Expressions,스페셜 저지다국어,6,41,20.0
3994,Exact Measurement,스페셜 저지다국어,23,112,36.508
3995,스네이크 큐브,스페셜 저지다국어,25,142,27.174
3996,위대한 사기꾼,다국어,78,400,30.709
3997,하이퍼드롬,다국어,100,300,45.662
3998,단백질 식별,스페셜 저지다국어,22,171,16.058
3999,텔레점프,스페셜 저지다국어,38,77,56.716
4000,Kingdom Reunion,다국어,5,45,20.0
4001,미노타우르스 미궁,스페셜 저지다국어,102,493,23.502
4002,닌자배치,,279,1023,33.294
4003,경비병,,44,218,26.667
4004,쿠나이,,40,223,22.099
4005,테이블 색칠하기,,71,277,33.023
4006,경로 찾기,,23,86,41.071
4007,단어 추측 게임,,1,36,100.0
4008,특공대,,687,2916,36.158
4009,순찰,,59,247,28.78
4010,신호,스페셜 저지,31,184,23.485
4011,기름 파기,,121,395,42.456
4012,컨벤션 센터,,73,344,27.341
4013,ATM,,1096,6451,24.701
4014,도로,스페셜 저지,27,66,56.25
4015,DNA,,20,46,71.429
4016,모빌,,70,161,46.98
4017,동물원,,49,244,22.374
4018,Babs’ Box Boutique,다국어,9,22,69.231
4019,Flash Mob,다국어,14,32,66.667
4020,Hexagon Perplexagon,다국어,10,52,41.667
4021,I’ve Got Your Back(gammon),다국어,11,20,68.75
4022,Parencedence!,다국어,2,3,66.667
4023,Road Series,다국어,0,6,0.0
